binary_id,sid,cwe,class_count,nearest_cwe,nearest_dist,near_same,exact_same_strict,exact_same_loose,exact_same_marker,other_strict,other_loose,has_token,calls,ptr_sig,body_len,insn_count
BIN_5819534,45416,CWE-606,118,CWE-606,4,6,0,0,0,,,False,strlen|getenv|strncat,data:1|funcPtr:1|dataBuffer:0|dataLen:0|environment:1,243,47
BIN_5825662,46537,CWE-675,31,CWE-675,1,19,1,1,1,,,False,,data:0,111,31
BIN_5829263,41520,CWE-476,98,CWE-476,2,13,0,0,0,,,False,printwcharline,data:1,66,21
BIN_5829626,52961,CWE-773,20,CWE-773,2,5,0,0,0,,,False,,data:0|funcPtr:1,77,21
BIN_5831111,41121,CWE-468,13,CWE-468,1,15,0,0,0,,,False,printintline,intArray:0|intPointer:1|toPrint:0,124,28
BIN_5839522,45294,CWE-606,118,CWE-606,1,9,1,2,2,,,False,strlen|memset|strchr|strchr|sscanf|printintline,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|connectSocket:0|dataLen:0|i:0|n:0|intVariable:0,809,146
BIN_5868128,53031,CWE-775,26,CWE-775,3,6,1,3,3,,,False,,data:0,55,15
BIN_5877486,42441,CWE-563,159,CWE-563,1,12,0,0,0,,,False,printf,data:0,65,19
BIN_5885052,39650,CWE-427,131,CWE-427,1,7,0,0,0,,,False,badsource,data:1|dataBuffer:0,353,51
BIN_5904787,42054,CWE-563,159,CWE-563,1,8,2,2,2,,,False,,data:0,23,9
BIN_5917887,36117,CWE-400,193,CWE-400,1,9,0,0,2,,,False,rand|rand|rand|rand|rand|rand|rand|fopen|exit|fwrite|exit|fclose,count:0|i:0|pFile:1|filename:1,285,76
BIN_5918531,46553,CWE-675,31,CWE-675,2,8,0,0,0,,,True,badsink,data:0,83,22
BIN_5923506,41998,CWE-563,159,CWE-563,1,11,2,2,2,,,False,,data:0,24,9
BIN_5924176,39082,CWE-416,186,CWE-416,1,13,0,0,0,,,True,_znay|_zdapv|printintline,,138,36
BIN_5950282,7868,CWE-135,24,CWE-135,1,8,0,0,0,,,False,malloc|exit|wmemset|strlen|calloc|exit|wcscpy|printline|free,data:1|dataBadBuffer:1|dataLen:0|dest:1,222,57
BIN_5954588,45636,CWE-606,118,CWE-606,1,10,0,0,1,,,False,staticreturnstrue|wcslen|wcsncat|staticreturnstrue|swscanf|printintline,data:1|dataBuffer:0|dataLen:0|environment:1|i:0|n:0|intVariable:0,461,81
BIN_5957223,35459,CWE-398,84,CWE-398,1,10,0,0,0,,,False,printline,,40,13
BIN_5976244,39456,CWE-426,45,CWE-426,2,7,0,0,0,,,True,wcscpy,data:1|myUnion:0|dataBuffer:0|data:1|pipe:1,334,54
BIN_5980485,55986,CWE-843,23,CWE-843,1,12,0,1,1,,,False,printintline,data:1|charBuffer:0,58,18
BIN_5995496,35213,CWE-391,25,CWE-391,1,14,1,1,1,,,False,strtol|printf,longNumber:0,75,21
BIN_5995634,10982,CWE-123,43,CWE-123,4,7,0,0,0,,,False,memset,data:0|head:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|dataCopy:0|data:0,664,125
BIN_6001815,41336,CWE-476,98,CWE-476,1,14,0,0,0,,,False,globalreturnstrueorfalse|globalreturnstrueorfalse|printlonglongline|printlonglongline|printline,data:1|tmpData:0,115,33
BIN_6009266,42398,CWE-563,159,CWE-563,2,7,0,0,0,,,False,badsink,data:0,42,12
BIN_6011529,47226,CWE-685,8,CWE-685,1,10,0,1,1,,,False,sprintf|printline,dest:0,72,19
BIN_6017739,52983,CWE-775,26,CWE-775,1,7,3,6,6,,,False,fopen,data:1,49,13
BIN_6051354,39940,CWE-427,131,CWE-427,1,8,0,0,0,,,False,wcslen|fopen|fgetws|printline|fclose,data:1|funcPtr:1|dataBuffer:0|dataLen:0|pFile:1,328,71
BIN_6053336,46883,CWE-680,142,CWE-680,1,9,0,0,0,,,True,memset|atoi|_znay|printintline|_zdapv,,590,120
BIN_6055509,35382,CWE-398,84,CWE-398,1,11,0,1,1,,,False,printline,i:0,49,15
BIN_6055588,39348,CWE-426,45,CWE-426,1,16,0,0,0,,,False,globalreturnstrueorfalse,data:1|dataBuffer:0|pipe:1,290,53
BIN_6056711,38971,CWE-416,186,CWE-416,1,14,0,1,1,,,False,malloc|exit|free|printstructline,data:1|i:0,171,42
BIN_6072477,39044,CWE-416,186,CWE-416,1,13,1,1,1,,,True,_znay|_zdapv|printintline,,170,43
BIN_6074899,52952,CWE-773,20,CWE-773,2,11,0,0,0,,,False,badsink,data:0,75,19
BIN_6081753,10980,CWE-123,43,CWE-123,2,8,0,0,0,,,False,badsource,data:0|head:0,178,42
BIN_6097906,48858,CWE-761,150,CWE-761,2,11,0,0,0,,,False,malloc|exit|strlen|getenv|strncat|printline|free,j:0|data:1|dataLen:0|environment:1,207,57
BIN_6107576,7870,CWE-135,24,CWE-135,1,10,0,1,2,,,False,globalreturnstrue|malloc|exit|wmemset|globalreturnstrue|strlen|calloc|exit|wcscpy|printline|free,data:1|dataBadBuffer:1|dataLen:0|dest:1,214,55
BIN_6109394,36166,CWE-400,193,CWE-400,1,7,0,1,1,,,False,rand|rand|rand|rand|rand|rand|rand|printline,count:0,151,47
BIN_6116057,41223,CWE-476,98,CWE-476,1,12,1,1,1,,,False,printhexcharline,data:1,40,13
BIN_6120011,37884,CWE-404,10,CWE-404,1,16,0,0,0,,,False,fclose,j:0|data:0,94,27
BIN_6127228,35314,CWE-398,84,CWE-398,1,10,0,1,1,,,False,printintline|printintline,intOne:0|intTwo:0|intSum:0,66,19
BIN_6128700,36023,CWE-400,193,CWE-400,1,11,0,1,1,,,False,memset|atoi|printline,count:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|inputBuffer:0,586,120
BIN_6151857,41154,CWE-469,19,CWE-469,1,14,0,0,1,,,False,wcschr|exit|printunsignedline,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,148,37
BIN_6153661,39022,CWE-416,186,CWE-416,1,13,1,1,1,,,True,_znay|memset|_zdapv|printline,,130,35
BIN_6155849,40970,CWE-459,10,CWE-459,1,17,1,1,1,,,False,_mkstemp|fdopen|fwrite|fclose,filename:0|pFile:1|fileDesc:0,143,37
BIN_6159944,32171,CWE-367,18,CWE-367,1,10,0,0,1,,,False,staticreturnstrue|fgets|printline|strlen|exit|exit|exit,filename:0|fileDesc:0,375,83
BIN_6167988,35012,CWE-377,54,CWE-377,2,11,0,1,1,,,False,globalreturnstrue|tempnam|exit|printline|printline|free,filename:1|fileDesc:0,149,40
BIN_6196004,42450,CWE-563,159,CWE-563,1,13,2,2,2,,,False,printf,data:0,47,15
BIN_6196621,48945,CWE-761,150,CWE-761,1,11,0,0,1,,,False,malloc|exit|staticreturnstrue|printline|free,data:1,151,41
BIN_6214598,39721,CWE-427,131,CWE-427,1,3,0,1,1,,,False,strlen|memset|strchr|strchr,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|listenSocket:0|acceptSocket:0|dataLen:0,1060,175
BIN_6230597,41494,CWE-476,98,CWE-476,1,7,0,0,0,,,False,,data:1|funcPtr:1,47,14
BIN_6237134,35302,CWE-397,10,CWE-397,1,8,0,0,0,,,True,globalreturnstrueorfalse|__cxa_allocate_exception|.text$_znst9exceptionc1ev|_znst9exceptionc1ev|__cxa_throw|__cxa_allocate_exception|_znst11range_errorc1epkc|__cxa_throw|__cxa_free_exception|_unwind_resume,,157,41
BIN_6240089,41736,CWE-510,17,CWE-510,1,13,0,0,0,,,False,memset|strcmp|printline,wsaData:0|wsaDataInit:0|service:0|acceptService:0|acceptServiceLen:0|listenSocket:0|acceptSocket:0,623,130
BIN_6245240,45878,CWE-617,93,CWE-617,1,14,1,1,1,,,False,,data:0,80,21
BIN_6265544,39021,CWE-416,186,CWE-416,1,12,0,0,0,,,True,globalreturnstrueorfalse|_znay|memset|_zdapv|_znay|memset|globalreturnstrueorfalse|printline,,180,49
BIN_6277662,41635,CWE-482,8,CWE-482,1,10,0,0,1,,,False,globalreturnstrue|printintline|printintline,intBadSink:0,51,17
BIN_6283783,35798,CWE-400,193,CWE-400,1,8,0,0,0,,,False,fscanf|printline,count:0|countCopy:0|count:0|i:0,123,33
BIN_6284259,35013,CWE-377,54,CWE-377,2,11,0,0,0,,,False,globalreturnstrueorfalse|tempnam|exit|printline|printline|free|tempnam|exit|printline|printline|free,filename:1|fileDesc:0|filename:1|fileDesc:0,276,71
BIN_6286400,35458,CWE-398,84,CWE-398,2,11,0,0,0,,,False,printline,,40,13
BIN_6289020,39186,CWE-416,186,CWE-416,3,12,2,2,2,,,True,_znwy|_zdlpvy|printintline,,93,25
BIN_6290681,35994,CWE-400,193,CWE-400,1,6,0,0,0,,,False,memset|atoi|badsink,count:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|inputBuffer:0,543,110
BIN_6291190,46894,CWE-680,142,CWE-680,1,15,1,1,1,,,True,memset|atoi|_znay|printintline|_zdapv,,577,118
BIN_6293441,39603,CWE-427,131,CWE-427,1,8,0,0,0,,,True,_zn56cwe427_uncontrolled_search_path_element__char_console_43l9badsourceerpc,,346,50
BIN_6310256,46403,CWE-672,8,CWE-672,2,9,0,0,0,,,True,.text$_znst7__cxx114listiisaiieec1ev|_znst7__cxx114listiisaiieec1ev|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst7__cxx114listiisaiieec1erks2_|_znst7__cxx114listiisaiieec1erks2_|_zn69cwe672_operation_on_resource_after_expiration_or_release__list_int_41l7badsinkenst7__cxx114listiisaiieee|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|_unwind_resume,,174,48
BIN_6318986,39450,CWE-426,45,CWE-426,1,11,0,0,0,,,False,wcscpy,data:1|dataBuffer:0|pipe:1,304,51
BIN_6330192,52890,CWE-773,20,CWE-773,1,11,0,1,1,,,False,fopen|fopen|fclose,data:1,104,26
BIN_6330522,39013,CWE-416,186,CWE-416,1,12,3,3,3,,,True,_znay|memset|_zdapv|printline,,102,27
BIN_6331521,47233,CWE-685,8,CWE-685,1,10,0,0,0,,,False,sprintf|printline,dest:0,76,20
BIN_6335652,39058,CWE-416,186,CWE-416,2,11,0,0,0,,,True,_znay|_zdapv|printlonglongline,,139,36
BIN_6335767,35945,CWE-400,193,CWE-400,1,10,0,0,1,,,True,memset|atoi|printline,count:0|myUnion:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|inputBuffer:0|count:0|i:0,619,123
BIN_6345303,46203,CWE-665,52,CWE-665,1,8,0,0,0,,,False,,data:1|funcPtr:1|dataBuffer:0,58,15
BIN_6367377,41161,CWE-469,19,CWE-469,1,13,0,1,1,,,False,globalreturnstrue|wcschr|exit|printunsignedline,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,148,37
BIN_6378825,49154,CWE-761,150,CWE-761,1,12,0,0,0,,,False,malloc|exit|wcslen|wcsncat|badsink,data:1|dataLen:0|environment:1,155,41
BIN_6382679,45897,CWE-617,93,CWE-617,1,6,0,0,0,,,True,badsink,data:0,43,12
BIN_6399922,46888,CWE-680,142,CWE-680,1,13,1,1,1,,,True,memset|atoi|_znay|printintline|_zdapv,,593,121
BIN_6400710,45919,CWE-617,93,CWE-617,1,8,0,0,0,,,False,fscanf,data:0,101,26
BIN_6405095,42013,CWE-563,159,CWE-563,1,15,6,10,10,,,False,,data:0,22,8
BIN_6422957,35011,CWE-377,54,CWE-377,1,12,1,1,1,,,False,tempnam|exit|printline|printline|free,filename:1|fileDesc:0,153,41
BIN_6425030,45349,CWE-606,118,CWE-606,1,12,1,1,1,,,False,strlen|fgets|strlen|printline|sscanf|printintline,data:1|dataBuffer:0|dataLen:0|i:0|n:0|intVariable:0,432,101
BIN_6426216,48796,CWE-761,150,CWE-761,1,7,1,1,1,,,False,malloc|exit|strlen|fgets|strlen|printline|printline|free,data:1|dataLen:0,302,85
BIN_6431872,39724,CWE-427,131,CWE-427,2,6,0,0,1,,,False,strlen|memset|strchr|strchr,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|listenSocket:0|acceptSocket:0|dataLen:0,1073,178
BIN_6436285,46579,CWE-676,9,CWE-676,2,9,0,0,0,,,True,.text$_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|printline,,61,18
BIN_6440832,48951,CWE-761,150,CWE-761,1,13,1,1,1,,,False,malloc|exit|printline|free,data:1,156,42
BIN_6443770,49253,CWE-761,150,CWE-761,1,9,0,0,0,,,False,malloc|exit|wcscpy,data:1|funcPtr:1,98,26
BIN_6452604,35883,CWE-400,193,CWE-400,2,12,0,0,0,,,False,fscanf|printline,count:0,116,32
BIN_6454878,42425,CWE-563,159,CWE-563,1,11,2,2,2,,,False,printstructline,data:0,57,16
BIN_6455415,41585,CWE-479,10,CWE-479,2,7,1,1,1,,,False,signal,,36,12
BIN_6465243,41919,CWE-546,35,CWE-546,1,12,0,1,1,,,False,staticreturnstrue|printline,,39,13
BIN_6486092,38954,CWE-416,186,CWE-416,1,8,0,0,0,,,False,globalreturnstrue|malloc|exit|free|globalreturnstrue|printlongline,data:1|i:0,144,38
BIN_6487253,49106,CWE-761,150,CWE-761,1,13,0,0,0,,,False,malloc|exit|wcslen|fgetws|wcslen|printline|badsink,data:1|dataLen:0,278,75
BIN_6492160,35111,CWE-390,34,CWE-390,1,19,1,2,2,,,False,printline|fgets|printline,dataBuffer:0|data:1,196,37
BIN_6492345,35068,CWE-377,54,CWE-377,1,11,1,1,1,,,False,exit|printwline|printline|free,filename:1|fileDesc:0,162,42
BIN_6493978,35240,CWE-396,25,CWE-396,1,8,0,0,0,,,True,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume,,287,78
BIN_6494305,41725,CWE-510,17,CWE-510,1,10,1,1,1,,,False,memset|strcmp|printline,wsaData:0|wsaDataInit:0|service:0|acceptService:0|acceptServiceLen:0|listenSocket:0|acceptSocket:0|hostname:0|servInfo:0,703,146
BIN_6508768,41308,CWE-476,98,CWE-476,1,10,1,2,2,,,False,printintline,intPointer:1,43,14
BIN_6510059,41196,CWE-475,18,CWE-475,1,8,0,0,0,,,False,wcscpy|memcpy|printwline,dataBuffer:0|data:1,340,52
BIN_6544637,35709,CWE-400,193,CWE-400,1,8,0,0,0,,,False,fgets|atoi|printline,count:0|funcPtr:1|inputBuffer:0,134,35
BIN_6555667,41962,CWE-563,159,CWE-563,2,9,0,4,4,,,False,,data:0,19,8
BIN_6555998,34996,CWE-377,54,CWE-377,1,11,0,0,0,,,False,mktemp|exit|printline|printline,filename:1|tmpl:0|fileDesc:0,161,41
BIN_6559027,41278,CWE-476,98,CWE-476,1,13,1,1,1,,,True,printintline|_zdlpvy,,86,26
BIN_6559975,46580,CWE-676,9,CWE-676,1,9,0,0,0,,,True,_zl17staticreturnstruev|.text$_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|_zstrsicst11char_traitsiceerst13basic_istreamit_t0_es6_ps3_|printline,,64,20
BIN_6568408,41894,CWE-546,35,CWE-546,1,15,1,1,1,,,False,printline,,30,10
BIN_6576545,45748,CWE-606,118,CWE-606,1,12,0,0,1,,,True,wcslen|memset|wcschr|wcschr|swscanf|printintline,data:1|myUnion:0|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|listenSocket:0|acceptSocket:0|dataLen:0|data:1|i:0|n:0|intVariable:0,1102,188
BIN_6583066,41371,CWE-476,98,CWE-476,1,10,0,1,1,,,False,printintline,data:1,56,18
BIN_6586854,36090,CWE-400,193,CWE-400,1,9,0,0,0,,,False,rand|rand|rand|rand|rand|rand|rand|badsink,count:0,112,37
BIN_6588373,38948,CWE-416,186,CWE-416,1,9,0,1,1,,,False,malloc|exit|free|printlongline,data:1|i:0,146,38
BIN_6607818,45278,CWE-605,8,CWE-605,1,9,0,0,2,,,False,strlen|memset|strchr|strchr|printline,data:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|listenSocket:0|acceptSocket:0|dataLen:0|bOptVal:0|bOptLen:0,842,166
BIN_6626473,45351,CWE-606,118,CWE-606,1,14,0,1,1,,,False,globalreturnstrue|strlen|fgets|strlen|printline|globalreturnstrue|sscanf|printintline,data:1|dataBuffer:0|dataLen:0|i:0|n:0|intVariable:0,424,99
BIN_6638373,49231,CWE-761,150,CWE-761,1,12,0,0,0,,,False,malloc|exit|wcscpy|printline|free,data:1,145,40
BIN_6648674,42533,CWE-588,22,CWE-588,1,9,0,0,0,,,True,printintline,,74,20
BIN_6656860,36118,CWE-400,193,CWE-400,2,10,0,0,0,,,False,rand|rand|rand|rand|rand|rand|rand|fopen|exit|fwrite|exit|fclose,count:0|i:0|pFile:1|filename:1,287,76
BIN_6659672,39637,CWE-427,131,CWE-427,1,11,0,0,0,,,False,strlen|getenv|strncat,data:1|dataBuffer:0|dataLen:0|environment:1,447,70
BIN_6661316,7875,CWE-135,24,CWE-135,2,11,0,1,1,,,False,malloc|exit|wmemset|strlen|calloc|exit|wcscpy|printline|free,data:1|dataBadBuffer:1|dataLen:0|dest:1,198,51
BIN_6675117,41332,CWE-476,98,CWE-476,1,12,0,1,1,,,False,staticreturnstrue|staticreturnstrue|printlonglongline,data:1,56,18
BIN_6697235,39633,CWE-427,131,CWE-427,1,9,0,0,0,,,False,strlen|getenv|strncat,data:1|dataBuffer:0|dataLen:0|environment:1,446,70
BIN_6699070,10941,CWE-123,43,CWE-123,1,4,0,0,0,,,False,fgets|printline|exit,data:0|funcPtr:1|head:0,170,45
BIN_6703706,41139,CWE-469,19,CWE-469,4,7,0,0,0,,,False,strchr|exit|printunsignedline,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,122,31
BIN_6704195,35346,CWE-398,84,CWE-398,1,15,1,2,2,,,False,rand|printline,x:0,79,26
BIN_6706203,46929,CWE-680,142,CWE-680,1,5,1,1,1,,,True,fgets|atoi|printline|_znay|printintline|_zdapv,,229,60
BIN_6707381,35231,CWE-391,25,CWE-391,1,7,1,1,1,,,False,wcstombs|printunsignedline|printline,bytesTranslated:0|charString:0,99,25
BIN_6709121,41882,CWE-546,35,CWE-546,2,14,0,0,0,,,False,printline,,41,13
BIN_6711718,36038,CWE-400,193,CWE-400,3,12,0,0,1,,,False,memset|atoi|printline,count:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|inputBuffer:0|countCopy:0|count:0,586,118
BIN_6716052,41593,CWE-480,9,CWE-480,1,9,0,5,5,,,False,,,7,5
BIN_6720675,42519,CWE-588,22,CWE-588,1,8,0,0,0,,,True,printintline,,68,19
BIN_6733429,48749,CWE-761,150,CWE-761,1,7,0,0,0,,,False,malloc|exit|strlen|memset|strchr|strchr|printline|free,data:1|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|connectSocket:0|dataLen:0,679,141
BIN_6734182,39986,CWE-427,131,CWE-427,1,8,0,0,0,,,False,badsource,data:1|dataBuffer:0,132,31
BIN_6751311,52994,CWE-775,26,CWE-775,1,13,3,6,6,,,False,fopen,data:1,49,13
BIN_6767017,39874,CWE-427,131,CWE-427,1,13,1,1,1,,,False,wcslen|wcsncat,data:1|dataBuffer:0|dataLen:0|environment:1,235,53
BIN_6767463,46955,CWE-680,142,CWE-680,2,7,0,0,0,,,True,fgets|atoi|printline|_zn56cwe680_integer_overflow_to_buffer_overflow__new_fgets_45l7badsinkev,,131,34
BIN_6777704,46250,CWE-665,52,CWE-665,2,6,0,0,0,,,True,_zn47cwe665_improper_initialization__wchar_t_ncat_43l9badsourceerpw|wmemset|wcslen|wcsncat|printwline,,144,31
BIN_6779298,45553,CWE-606,118,CWE-606,3,10,0,0,0,,,False,wcslen|memset|wcschr|wcschr|swscanf|printintline,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|connectSocket:0|dataLen:0|dataCopy:1|data:1|i:0|n:0|intVariable:0,987,165
BIN_6782463,35643,CWE-400,193,CWE-400,1,11,1,1,1,,,False,fgets|atoi|printline|printline,count:0|inputBuffer:0|i:0,187,48
BIN_6801523,35510,CWE-400,193,CWE-400,1,12,0,0,0,,,False,memset|atoi|printline,count:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|connectSocket:0|inputBuffer:0|countCopy:0|count:0|i:0,504,100
BIN_6817709,35205,CWE-391,25,CWE-391,1,17,0,1,1,,,False,strtol|printf,longNumber:0,71,20
BIN_6828081,32172,CWE-367,18,CWE-367,2,11,0,0,0,,,False,fgets|printline|strlen|exit|exit|exit,filename:0|fileDesc:0,379,84
BIN_6835970,35324,CWE-398,84,CWE-398,1,13,0,0,0,,,False,printintline|printintline,intOne:0|intTwo:0|intSum:0,57,17
BIN_6837127,39289,CWE-416,186,CWE-416,1,12,2,2,2,,,True,_znwy|_zdlpvy|printstructline,,94,26
BIN_6846618,46395,CWE-672,8,CWE-672,1,17,2,2,2,,,True,.text$_znst7__cxx114listiisaiieec1ev|_znst7__cxx114listiisaiieec1ev|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst7__cxx114listiisaiiee9push_backeoi|_znst7__cxx114listiisaiiee9push_backeoi|.text$_znst14_list_iteratoriiec1ev|_znst14_list_iteratoriiec1ev|_zstlsist11char_traitsiceerst13basic_ostreamict_es5_pkc|.text$_znst7__cxx114listiisaiiee5beginev|_znst7__cxx114listiisaiiee5beginev|.text$_znkst14_list_iteratoriiedeev|_znkst14_list_iteratoriiedeev|.text$_znst7__cxx114listiisaiiee5clearev|_znst7__cxx114listiisaiiee5clearev|_zstlsist11char_traitsiceerst13basic_ostreamict_es5_pkc|.text$_znkst14_list_iteratoriiedeev|_znkst14_list_iteratoriiedeev|_znsolsei|.text$_znst14_list_iteratoriieppei|_znst14_list_iteratoriieppei|.text$_znst7__cxx114listiisaiiee3endev|_znst7__cxx114listiisaiiee3endev|.text$_zstnerkst14_list_iteratoriies2_|_zstnerkst14_list_iteratoriies2_|_znsolsepfrsos_e|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|.text$_znst7__cxx114listiisaiieed1ev|_znst7__cxx114listiisaiieed1ev|_unwind_resume,,334,88
BIN_6847601,46503,CWE-675,31,CWE-675,1,9,0,0,0,,,True,_zn51cwe675_duplicate_operations_on_resource__freopen_43l9badsourceerp6_iobuf|fclose,,47,14
BIN_6863441,35804,CWE-400,193,CWE-400,5,4,0,0,0,,,True,_zn46cwe400_resource_exhaustion__fscanf_for_loop_43l9badsourceeri|printline,,84,23
BIN_6867674,45543,CWE-606,118,CWE-606,1,8,0,0,0,,,False,globalreturnstrue|wcslen|memset|wcschr|wcschr|globalreturnstrue|swscanf|printintline,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|connectSocket:0|dataLen:0|i:0|n:0|intVariable:0,981,167
BIN_6874685,40974,CWE-459,10,CWE-459,1,16,0,0,0,,,False,_mkstemp|fdopen|fwrite|fclose,j:0|filename:0|pFile:1|fileDesc:0,149,39
BIN_6875870,42058,CWE-563,159,CWE-563,1,8,0,0,0,,,False,badsink,data:0,42,12
BIN_6876978,39259,CWE-416,186,CWE-416,1,8,0,0,0,,,True,_zl17staticreturnstruev|_znwy|_zdlpvy|_zl17staticreturnstruev|printlongline,,110,33
BIN_6883673,46091,CWE-665,52,CWE-665,2,12,1,5,5,,,False,memset|strcat|printline,data:1|dataBuffer:0|source:0,89,22
BIN_6897615,41130,CWE-468,13,CWE-468,1,10,1,2,2,,,False,printintline,intArray:0|intPointer:1|toPrint:0,114,26
BIN_6915145,46992,CWE-680,142,CWE-680,1,12,1,1,1,,,True,_znay|printintline|_zdapv,,142,39
BIN_6917016,46939,CWE-680,142,CWE-680,1,12,0,0,0,,,True,fgets|atoi|printline|_znay|printintline|_zdapv,,243,64
BIN_6929275,39092,CWE-416,186,CWE-416,1,13,0,0,0,,,True,_znay|_zdapv|printintline,,155,41
BIN_6932021,46100,CWE-665,52,CWE-665,2,9,0,0,0,,,False,memset|strcat|printline,data:1|dataPtr1:1|dataPtr2:1|dataBuffer:0|data:1|data:1|source:0,168,35
BIN_6950482,39446,CWE-426,45,CWE-426,1,11,1,1,1,,,False,wcscpy,data:1|dataBuffer:0|pipe:1,317,54
BIN_6968371,41637,CWE-482,8,CWE-482,1,10,1,1,1,,,False,printintline|printintline,intBadSink:0,56,18
BIN_6970866,35254,CWE-396,25,CWE-396,1,12,0,0,0,,,True,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume,,305,86
BIN_6999956,35946,CWE-400,193,CWE-400,2,9,0,0,0,,,False,memset|atoi|badsink,count:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|listenSocket:0|acceptSocket:0|inputBuffer:0,543,110
BIN_7001218,35164,CWE-390,34,CWE-390,1,13,0,2,2,,,False,sqrt|printdoubleline,doubleNumber:0,79,20
BIN_7010441,45732,CWE-606,118,CWE-606,1,11,0,1,1,,,False,staticreturnstrue|wcslen|memset|wcschr|wcschr|staticreturnstrue|swscanf|printintline,data:1|dataBuffer:0|wsaData:0|wsaDataInit:0|recvResult:0|service:0|replace:1|listenSocket:0|acceptSocket:0|dataLen:0|i:0|n:0|intVariable:0,1096,190
BIN_7014239,41793,CWE-511,27,CWE-511,2,11,0,0,1,,,False,staticreturnstrue,count:0,65,19
BIN_7020961,39057,CWE-416,186,CWE-416,1,12,3,3,3,,,True,_znay|_zdapv|printlonglongline,,119,30
BIN_7027234,41457,CWE-476,98,CWE-476,2,8,0,0,0,,,False,malloc|printintline|printintline,intPointer:1,101,28
BIN_7037043,35366,CWE-398,84,CWE-398,1,12,0,0,2,,,False,rand|printline|printline,x:0,105,33
BIN_7044378,46937,CWE-680,142,CWE-680,1,10,1,1,1,,,True,globalreturnstrue|fgets|atoi|printline|_znay|printintline|_zdapv,,243,65
BIN_7056545,47028,CWE-680,142,CWE-680,1,12,3,3,3,,,True,fscanf|_znay|printintline|_zdapv,,173,46
BIN_7062341,35892,CWE-400,193,CWE-400,1,11,0,0,0,,,False,fscanf|badsink,count:0,81,21
BIN_7099962,46983,CWE-680,142,CWE-680,1,12,1,1,1,,,True,_znay|printintline|_zdapv,,154,42
BIN_7106418,419,CWE-135,24,CWE-135,1,15,0,0,0,,,False,globalreturnstrueorfalse|globalreturnstrueorfalse|strlen|___chkstk_ms|wcscpy|printline|wcslen|___chkstk_ms|wcscpy|printwline,data:1|dataLen:0|dest:1|dataLen:0|dest:1,258,68
BIN_7123340,35410,CWE-398,84,CWE-398,1,17,0,1,1,,,False,globalreturnstrue|rand|printline|printline,x:0,105,33
